responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,PROTOTYPICALITY,CORRELATED,TAG
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_14_2,How odd is the number 3?,8,comp_14_3,Not at all odd,3,high,odd,three
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_46_2,How odd is the number 2?,9,comp_46_3,Not at all odd,3,high,even,two
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_254_2,How odd is the number 532?,10,comp_254_3,Not at all odd,3,low,even,fivehundredthirtytwo
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_202_2,How odd is the number 9?,11,comp_205_3,Very odd,0,high,odd,nine
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_130_2,How good an example of an odd number is the number 1?,12,comp_133_3,Good,0,high,odd,one
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_126_2,How odd is the number 396?,13,comp_126_3,Not at all odd,2,low,even,threehundredninetysix
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,14,comp_153_3,Well,3,low,odd,fourhundredsixtythree
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr7,A2IEX1XDY7HX2X,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,15,comp_86_3,Poorly,3,high,even,four
sr7,A2IEX1XDY7HX2X,survey1,q_-1_-1,1394479021390,-1,comp_-1_-1,1394479021390,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_138_2,How odd is the number 1?,16,comp_141_3,Very odd,3,high,odd,one
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,0,,,
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,1,comp_25_3,Well,0,low,odd,twofortyone
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,2,comp_182_3,Poorly,3,low,even,sevenhundredthirty
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_58_2,How odd is the number 158?,3,comp_58_3,Not very odd,1,low,even,onehundredfiftyeight
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_238_2,How odd is the number 827?,4,comp_241_3,Completely odd,3,low,odd,eighthundredtwentyseven
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_242_2,How good an example of an odd number is the number 532?,5,comp_242_3,Bad,1,low,even,fivehundredthirtytwo
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_158_2,How odd is the number 463?,6,comp_161_3,Completely odd,0,low,odd,fourhundredsixtythree
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,7,comp_105_3,Well,3,low,odd,fourhundredsixtyfive
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_66_2,How good an example of an odd number is the number 7?,8,comp_69_3,Good,2,high,odd,seven
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_94_2,How odd is the number 4?,9,comp_94_3,Not at all odd,1,high,even,four
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,10,comp_38_3,Poorly,2,high,even,two
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_202_2,How odd is the number 9?,11,comp_205_3,Very odd,0,high,odd,nine
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_162_2,How good an example of an odd number is the number 6?,12,comp_162_3,Bad,0,high,even,six
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_126_2,How odd is the number 396?,13,comp_126_3,Not at all odd,1,low,even,threehundredninetysix
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,14,comp_9_3,Well,0,high,odd,three
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr8,A1ZXQJADWDPA34,survey1,q_210_2,How good an example of an odd number is the number 8?,15,comp_210_3,Bad,3,high,even,eight
sr8,A1ZXQJADWDPA34,survey1,q_-1_-1,1394479118639,-1,comp_-1_-1,1394479118639,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,16,comp_118_3,Poorly,0,low,even,threehundredninetysix
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,1,,,
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,1,comp_38_3,Poorly,1,high,even,two
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_74_2,How odd is the number 7?,2,comp_77_3,Very odd,0,high,odd,seven
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_250_2,How odd is the number 532?,3,comp_250_3,Not very odd,3,low,even,fivehundredthirtytwo
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,4,comp_214_3,Poorly,0,high,even,eight
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_98_2,How good an example of an odd number is the number 465?,5,comp_101_3,Good,1,low,odd,fourhundredsixtyfive
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_142_2,How odd is the number 1?,6,comp_145_3,Completely odd,0,high,odd,one
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_94_2,How odd is the number 4?,7,comp_94_3,Not at all odd,3,high,even,four
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,8,comp_166_3,Poorly,3,high,even,six
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,9,comp_201_3,Well,2,high,odd,nine
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_26_2,How odd is the number 241?,10,comp_29_3,Very odd,2,low,odd,twofortyone
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_238_2,How odd is the number 827?,11,comp_238_3,Not at all odd,0,low,odd,eighthundredtwentyseven
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_58_2,How odd is the number 158?,12,comp_58_3,Not very odd,3,low,even,onehundredfiftyeight
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_190_2,How odd is the number 730?,13,comp_190_3,Not at all odd,0,low,even,sevenhundredthirty
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,14,comp_9_3,Well,3,high,odd,three
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr9,A1XJ3038CPMHX,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,15,comp_153_3,Well,0,low,odd,fourhundredsixtythree
sr9,A1XJ3038CPMHX,survey1,q_-1_-1,1394479224459,-1,comp_-1_-1,1394479224459,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_258_2,What is your native tongue?,16,comp_258_3,American English,3,,,
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_222_2,How odd is the number 8?,0,comp_222_3,Not at all odd,0,high,even,eight
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_190_2,How odd is the number 730?,1,comp_190_3,Not at all odd,1,low,even,sevenhundredthirty
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,2,comp_73_3,Well,0,high,odd,seven
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,3,comp_86_3,Poorly,2,high,even,four
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_238_2,How odd is the number 827?,4,comp_241_3,Completely odd,0,low,odd,eighthundredtwentyseven
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,5,comp_38_3,Poorly,2,high,even,two
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_106_2,How odd is the number 465?,6,comp_109_3,Very odd,2,low,odd,fourhundredsixtyfive
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_194_2,How good an example of an odd number is the number 9?,7,comp_197_3,Good,1,high,odd,nine
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_162_2,How good an example of an odd number is the number 6?,8,comp_162_3,Bad,1,high,even,six
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_50_2,How good an example of an odd number is the number 158?,9,comp_50_3,Bad,1,low,even,onehundredfiftyeight
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_254_2,How odd is the number 532?,10,comp_254_3,Not at all odd,3,low,even,fivehundredthirtytwo
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_142_2,How odd is the number 1?,11,comp_145_3,Completely odd,1,high,odd,one
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_14_2,How odd is the number 3?,12,comp_17_3,Completely odd,3,high,odd,three
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_158_2,How odd is the number 463?,13,comp_161_3,Completely odd,3,low,odd,fourhundredsixtythree
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_126_2,How odd is the number 396?,14,comp_126_3,Not at all odd,2,low,even,threehundredninetysix
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr10,A20EQ51KB5GU7B,survey1,q_18_2,How good an example of an odd number is the number 241?,15,comp_21_3,Good,1,low,odd,twofortyone
sr10,A20EQ51KB5GU7B,survey1,q_-1_-1,1394479476726,-1,comp_-1_-1,1394479476726,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_106_2,How odd is the number 465?,16,comp_109_3,Very odd,0,low,odd,fourhundredsixtyfive
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,3,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_46_2,How odd is the number 2?,1,comp_46_3,Not at all odd,1,high,even,two
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_194_2,How good an example of an odd number is the number 9?,2,comp_197_3,Good,1,high,odd,nine
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_62_2,How odd is the number 158?,3,comp_62_3,Not at all odd,0,low,even,onehundredfiftyeight
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,4,comp_153_3,Well,3,low,odd,fourhundredsixtythree
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_162_2,How good an example of an odd number is the number 6?,5,comp_162_3,Bad,2,high,even,six
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_114_2,How good an example of an odd number is the number 396?,6,comp_114_3,Bad,2,low,even,threehundredninetysix
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,7,comp_25_3,Well,1,low,odd,twofortyone
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_78_2,How odd is the number 7?,8,comp_81_3,Completely odd,0,high,odd,seven
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_178_2,How good an example of an odd number is the number 730?,9,comp_178_3,Bad,2,low,even,sevenhundredthirty
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_250_2,How odd is the number 532?,10,comp_250_3,Not very odd,1,low,even,fivehundredthirtytwo
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_82_2,How good an example of an odd number is the number 4?,11,comp_82_3,Bad,2,high,even,four
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,12,comp_9_3,Well,3,high,odd,three
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_218_2,How odd is the number 8?,13,comp_218_3,Not very odd,2,high,even,eight
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_238_2,How odd is the number 827?,14,comp_241_3,Completely odd,2,low,odd,eighthundredtwentyseven
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr11,A27GL1ZK3HQ0WM,survey1,q_138_2,How odd is the number 1?,15,comp_141_3,Very odd,2,high,odd,one
sr11,A27GL1ZK3HQ0WM,survey1,q_-1_-1,1394479996289,-1,comp_-1_-1,1394479996289,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_186_2,How odd is the number 730?,16,comp_186_3,Not very odd,2,low,even,sevenhundredthirty
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,3,,,
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_242_2,How good an example of an odd number is the number 532?,1,comp_244_3,Somewhat good,0,low,even,fivehundredthirtytwo
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_174_2,How odd is the number 6?,2,comp_174_3,Not at all odd,0,high,even,six
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,3,comp_201_3,Well,0,high,odd,nine
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_222_2,How odd is the number 8?,4,comp_222_3,Not at all odd,0,high,even,eight
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_66_2,How good an example of an odd number is the number 7?,5,comp_69_3,Good,2,high,odd,seven
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_126_2,How odd is the number 396?,6,comp_126_3,Not at all odd,1,low,even,threehundredninetysix
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_50_2,How good an example of an odd number is the number 158?,7,comp_50_3,Bad,3,low,even,onehundredfiftyeight
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_146_2,How good an example of an odd number is the number 463?,8,comp_149_3,Good,1,low,odd,fourhundredsixtythree
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,9,comp_25_3,Well,3,low,odd,twofortyone
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_82_2,How good an example of an odd number is the number 4?,10,comp_82_3,Bad,2,high,even,four
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_106_2,How odd is the number 465?,11,comp_109_3,Very odd,1,low,odd,fourhundredsixtyfive
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_234_2,How odd is the number 827?,12,comp_237_3,Very odd,2,low,odd,eighthundredtwentyseven
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_130_2,How good an example of an odd number is the number 1?,13,comp_133_3,Good,0,high,odd,one
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_42_2,How odd is the number 2?,14,comp_42_3,Not very odd,0,high,even,two
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr12,ALT88JWMD3JVJ,survey1,q_10_2,How odd is the number 3?,15,comp_13_3,Very odd,3,high,odd,three
sr12,ALT88JWMD3JVJ,survey1,q_-1_-1,1394525461083,-1,comp_-1_-1,1394525461083,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_258_2,What is your native tongue?,16,comp_258_3,American English,3,,,
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_254_2,How odd is the number 532?,0,comp_254_3,Not at all odd,0,low,even,fivehundredthirtytwo
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_162_2,How good an example of an odd number is the number 6?,1,comp_162_3,Bad,3,high,even,six
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_14_2,How odd is the number 3?,2,comp_17_3,Completely odd,2,high,odd,three
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_226_2,How good an example of an odd number is the number 827?,3,comp_229_3,Good,0,low,odd,eighthundredtwentyseven
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_130_2,How good an example of an odd number is the number 1?,4,comp_133_3,Good,3,high,odd,one
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_210_2,How good an example of an odd number is the number 8?,5,comp_210_3,Bad,1,high,even,eight
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,6,comp_153_3,Well,0,low,odd,fourhundredsixtythree
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_74_2,How odd is the number 7?,7,comp_77_3,Very odd,2,high,odd,seven
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_106_2,How odd is the number 465?,8,comp_109_3,Very odd,3,low,odd,fourhundredsixtyfive
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,9,comp_118_3,Poorly,1,low,even,threehundredninetysix
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_90_2,How odd is the number 4?,10,comp_90_3,Not very odd,3,high,even,four
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_206_2,How odd is the number 9?,11,comp_209_3,Completely odd,0,high,odd,nine
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_34_2,How good an example of an odd number is the number 2?,12,comp_34_3,Bad,3,high,even,two
sr13,A330ZUPZ5U9NLF,survey1,q_-1_-1,1394480694444,-1,comp_-1_-1,1394480694444,-1,,,
sr13,A330ZUPZ5U9NLF,survey1,q_58_2,How odd is the number 158?,13,comp_58_3,Not very odd,2,low,even,onehundredfiftyeight
